text,author,time,text_clean
"gus yakut saat pnerimaan kuota haji dia gk di libatkan...yg mnrima jokowi lngsung dr m.b.s...saat itu yakut di suruh ke prncis  untuk mnghindari sidang...shrusnya yakut di prncis cuma 2 hr..tp saat itu sampai 24hari,, knp gk meriksa yg nyuruhh( jokowi)",@NurulHudaJR15,2 bulan yang lalu,gus yakut saat pnerimaan kuota haji dia gk di libatkanyg mnrima jokowi lngsung dr mbssaat itu yakut di suruh ke prncis  untuk mnghindari sidangshrusnya yakut di prncis cuma  hrtp saat itu sampai hari knp gk meriksa yg nyuruhh jokowi
"gus yakut saat pnerimaan kuota haji dia gk di libatkan...yg mnrima jokowi lngsung dr m.b.s...saat itu yakut di suruh ke prncis  untuk mnghindari sidang...shrusnya yakut di prncis cuma 3 hr..tp saat itu sampai 24hari, laah saat primaan mntri agama gk di libatkan.. knp gk meriksa yg nyuruhh( jokowi)",@NurulHudaJR15,2 bulan yang lalu (diedit),gus yakut saat pnerimaan kuota haji dia gk di libatkanyg mnrima jokowi lngsung dr mbssaat itu yakut di suruh ke prncis  untuk mnghindari sidangshrusnya yakut di prncis cuma  hrtp saat itu sampai hari laah saat primaan mntri agama gk di libatkan knp gk meriksa yg nyuruhh jokowi
apakah akan ada mantan  presiden yg di pnjra???,@NurulHudaJR15,2 bulan yang lalu,apakah akan ada mantan  presiden yg di pnjra
Banyak buzzer ya,@podrevive,2 bulan yang lalu,banyak buzzer ya
"Dirungokna kayong ora enak, dugaan tok.",@riskafebriyana4714,2 bulan yang lalu,dirungokna kayong ora enak dugaan tok
Jangan ber tele tele dalam memutuskan korupsi kuota haji langsung di putus atau di sahkan.langsung hukum se berat beratnya.pasti yg terlibat kamenag semua langsung penjara se umur hidup biar kapok,@AbuNawas-o1g,2 bulan yang lalu,jangan ber tele tele dalam memutuskan korupsi kuota haji langsung di putus atau di sahkanlangsung hukum se berat beratnyapasti yg terlibat kamenag semua langsung penjara se umur hidup biar kapok
Korupsinya udah jelas membuat kuota plus di luar kuota reguler.. yang menyalahi undang undang..dengan mengambil keuntungan dengan harga haji plus nya.,@rahmatbrandon9950,3 bulan yang lalu,korupsinya udah jelas membuat kuota plus di luar kuota reguler yang menyalahi undang undangdengan mengambil keuntungan dengan harga haji plus nya
KPK jelas ngawur 🔥🔥🔥,@ahmadhusnanoffice1467,3 bulan yang lalu,kpk jelas ngawur 
Hotman paris cerdasss,@AfiqahBilqis-p7c,3 bulan yang lalu,hotman paris cerdasss
Narasi sumber tidak faham ......masalah tambahan kuota haji 2025,@ariefismono3164,3 bulan yang lalu,narasi sumber tidak faham masalah tambahan kuota haji 
Tidak ada yg di rugikan .......karena haji reguler sudah selesai dan termasuk pemerintah,@ariefismono3164,3 bulan yang lalu,tidak ada yg di rugikan karena haji reguler sudah selesai dan termasuk pemerintah
Tambahan kuota haji 2025 ........u,@ariefismono3164,3 bulan yang lalu,tambahan kuota haji  u
"Biang keroknya masih aman2 saja,cuma pengadilan tuhan yg bisa mengadilinya.",@NurAli-wi8vy,3 bulan yang lalu,biang keroknya masih aman sajacuma pengadilan tuhan yg bisa mengadilinya
Haji khusus itu d kelola oleh swasta JD g ada hubungan nya SM haji reguler pemerintah,@FauziEffendi-l1q,3 bulan yang lalu,haji khusus itu d kelola oleh swasta jd g ada hubungan nya sm haji reguler pemerintah
"negara apa ini, ibadah pun di buat bis nis",@edyharyono-ni6wn,3 bulan yang lalu,negara apa ini ibadah pun di buat bis nis
Diskusi ini narasi sumber tidak faham tentang tambahan kouta haji 2025  ........sayang orang faham kok jadi nara sumber 😂😂😂,@ariefismono3164,3 bulan yang lalu,diskusi ini narasi sumber tidak faham tentang tambahan kouta haji   sayang orang faham kok jadi nara sumber 
​ @ariefismono3164 ngomong apaan sih luu ... GAJELAS,@boysandi007,3 bulan yang lalu, ariefismono ngomong apaan sih luu  gajelas
"Hotman gak mudeng kalo haji husus itu ygbklola suasta, trus bayar gede itu buat keparluan jemaah plusnya!! 😛😛",@MufaFadil,3 bulan yang lalu,hotman gak mudeng kalo haji husus itu ygbklola suasta trus bayar gede itu buat keparluan jemaah plusnya 
"Pada gak mudeng,, semua",@MufaFadil,3 bulan yang lalu,pada gak mudeng semua
baru tau. ternyata KPK cuma menuduh tanpa bukti. kayak ibu ibu di emperan rumah.,@limanfa,3 bulan yang lalu,baru tau ternyata kpk cuma menuduh tanpa bukti kayak ibu ibu di emperan rumah
Jadi sekarang utangmenumpuk gar gara reformasi Amin Rais akibat dwifundsi abri sekarang Prabowo kembali dwifundsi abri,@sudaryadidar1358,3 bulan yang lalu,jadi sekarang utangmenumpuk gar gara reformasi amin rais akibat dwifundsi abri sekarang prabowo kembali dwifundsi abri
Gusdor malak menguras bumn  Megawati menjual bumn s b y  pinjam bak dunia Jokowi pinjam imf gara gara reformasi th 1998,@sudaryadidar1358,3 bulan yang lalu,gusdor malak menguras bumn  megawati menjual bumn s b y  pinjam bak dunia jokowi pinjam imf gara gara reformasi th 
Prabowo begaluangnegara,@sudaryadidar1358,3 bulan yang lalu,prabowo begaluangnegara
Korupsi tema,@sudaryadidar1358,3 bulan yang lalu,korupsi tema
Sejak aku ingat ketika ortu dan kakak naik hani di thn 1980an depag sdah jual beli kuota tebus menebus spya bisa berangkat ada uang pelicin,@AjatSudrajat-e3q,3 bulan yang lalu,sejak aku ingat ketika ortu dan kakak naik hani di thn an depag sdah jual beli kuota tebus menebus spya bisa berangkat ada uang pelicin
Paling di kasih surat sakti presiden,@keluarga-abdul,3 bulan yang lalu,paling di kasih surat sakti presiden
"Sabar,ada pansus DPR yg konon diiniasi boss pkb,dimana menag harus hadir,namun yg seharusnya berangkat ke Paris utk konfrensi perdamaian itu Prabowo/menhan,yg tdk ada hubungannya kok diganti yg berangkat menag Yaqut,menag gak hadir di pansus sampai batas wktu pansus habis,menag disuruh nunggu beehari2 sampai batas wktu habis,di Paris lontang lantung,ini sekenario mantan.
Semoga segera terang bnderang kasus ini,jg dipolitisasi.
Presiden sptnya tdk bisa dijebloskan ke pnjara ada UU nya,sama dg Panglima .
Mau gak mau ya hrs ada kmbing hitamnya.",@muhammadtamyiz9567,3 bulan yang lalu,"sabarada pansus dpr yg konon diiniasi boss pkbdimana menag harus hadirnamun yg seharusnya berangkat ke paris utk konfrensi perdamaian itu prabowomenhanyg tdk ada hubungannya kok diganti yg berangkat menag yaqutmenag gak hadir di pansus sampai batas wktu pansus habismenag disuruh nunggu beehari sampai batas wktu habisdi paris lontang lantungini sekenario mantan
semoga segera terang bnderang kasus inijg dipolitisasi
presiden sptnya tdk bisa dijebloskan ke pnjara ada uu nyasama dg panglima 
mau gak mau ya hrs ada kmbing hitamnya"
Alah ribet udah jelas  udah ada bukti uang yang di kembalikan 100 milyar dari  trevel para penyelenggara haji,@AdenSolehudin-f6o,3 bulan yang lalu,alah ribet udah jelas  udah ada bukti uang yang di kembalikan  milyar dari  trevel para penyelenggara haji
"Memang benar negara tidak rugi, karna anggaran haji ini tidak menyentuh apbn, pertanyaanya kenapa kuotanya harus di bagi 50:50? ,",@HARUMANIS-s2h,3 bulan yang lalu,memang benar negara tidak rugi karna anggaran haji ini tidak menyentuh apbn pertanyaanya kenapa kuotanya harus di bagi  
"Keuangan negara diuntungkan, karena kuota hajji khusus itu tidak mendapat subsidi dari manfaat tabungan hajji, jika hajji reguler mendapatkannya.",@khm.nurulhuda9785,3 bulan yang lalu,keuangan negara diuntungkan karena kuota hajji khusus itu tidak mendapat subsidi dari manfaat tabungan hajji jika hajji reguler mendapatkannya
Aktor Utama Jokowi harus ditangkap!!!!!.,@BambangPartoyo,3 bulan yang lalu,aktor utama jokowi harus ditangkap
"Ternyata hanya kasus suap , jika suap menyuap seharusnya yg menjadi tersangka fihak penyuap dan fihak yg disuap...   bukan 20 orang saja, bisa jadi 400 tersangka.  Dan jika kasus suap harusnya semua kementerian/ departemen diselidiki semua....adil dong.   Kemenag terus2an menjadi sasaran, itu menimbulkan pertanyaan, dan pertanyaan berikutnya kenapa kasus yg biasa terjadi di hampir semua bidang dibesar2kan ( glorifikasi) menjadi sangkaan tindak pidana korupsi.",@khm.nurulhuda9785,3 bulan yang lalu,ternyata hanya kasus suap  jika suap menyuap seharusnya yg menjadi tersangka fihak penyuap dan fihak yg disuap   bukan  orang saja bisa jadi  tersangka  dan jika kasus suap harusnya semua kementerian departemen diselidiki semuaadil dong   kemenag terusan menjadi sasaran itu menimbulkan pertanyaan dan pertanyaan berikutnya kenapa kasus yg biasa terjadi di hampir semua bidang dibesarkan  glorifikasi menjadi sangkaan tindak pidana korupsi
"Diskresi menag sudahbenar karena, sesuai kewenangan yg diberikan oleh UU Hajji pasal9 ayat 2, dan sesuai dg MOU antara pemerintah Saudi arabia dan Indonesia, dan sesuai dg kondisi dilapangan ( Muzdalifah maupun Mina sangat sempit,dan belum ada fasilitas tambahan oleh pemerintah Saudi )...
Keuangan negara samasekali tidak dirugikan....",@khm.nurulhuda9785,3 bulan yang lalu,"diskresi menag sudahbenar karena sesuai kewenangan yg diberikan oleh uu hajji pasal ayat  dan sesuai dg mou antara pemerintah saudi arabia dan indonesia dan sesuai dg kondisi dilapangan  muzdalifah maupun mina sangat sempitdan belum ada fasilitas tambahan oleh pemerintah saudi 
keuangan negara samasekali tidak dirugikan"
"Unsur kerugian keuangan itu mutlak harus terpenuhi....., katanya ahli hukum kok ngawur.",@khm.nurulhuda9785,3 bulan yang lalu,unsur kerugian keuangan itu mutlak harus terpenuhi katanya ahli hukum kok ngawur
Rakyat mendengar lho....tampak jelas tidak ada kerugian negara...,@khm.nurulhuda9785,3 bulan yang lalu,rakyat mendengar lhotampak jelas tidak ada kerugian negara
"Jelas keuangan negara tidak ada kerugian negara. Kayaknya kok seperti target,Gus Yaqut  harus salah.",@khm.nurulhuda9785,3 bulan yang lalu,jelas keuangan negara tidak ada kerugian negara kayaknya kok seperti targetgus yaqut  harus salah
Yg membela KPK kok melenceng jawabannya.,@khm.nurulhuda9785,3 bulan yang lalu,yg membela kpk kok melenceng jawabannya
Aduhhh Buzzer termul termul,@boysandi007,3 bulan yang lalu,aduhhh buzzer termul termul
Di tunggu saja  yg membela kpk akan malu sendiri,@caksudiartercaksudi5380,3 bulan yang lalu,di tunggu saja  yg membela kpk akan malu sendiri
Banyak orang buta mata dan tuli  sudah di jelaskan gus yakut di mina di muzdalifah di arofah  gk memadai apa lagi tambah 10 kuta,@caksudiartercaksudi5380,3 bulan yang lalu,banyak orang buta mata dan tuli  sudah di jelaskan gus yakut di mina di muzdalifah di arofah  gk memadai apa lagi tambah  kuta
"Kalau negara gak di rugikan ,mana korupsinya 😂😂😂😂😂",@fatliyaandini4705,3 bulan yang lalu,kalau negara gak di rugikan mana korupsinya 
"😅😅😅menggelikan ,sudah menetapkan tersangka,tapi kok nggak tau duitnya di setorkan haji kusus atau haji reguler😅😅😅😅ini orang2 ngaco GK paham semua ternyata ,kacau kacau😅😅😅",@fatliyaandini4705,3 bulan yang lalu,menggelikan sudah menetapkan tersangkatapi kok nggak tau duitnya di setorkan haji kusus atau haji regulerini orang ngaco gk paham semua ternyata kacau kacau
Org mau pergi ke RMH ALLAH..saja.  Masih dikorupsi 😢😢😢,@yusupharyono7212,3 bulan yang lalu,org mau pergi ke rmh allahsaja  masih dikorupsi 
Saya yakin kadus ini pasyi berhenti ditengah jalan.,@MurtakilHumam,3 bulan yang lalu,saya yakin kadus ini pasyi berhenti ditengah jalan
"SISTIM >20rb kuota haji  tbahan> Utk haji reguler = 92% X 20rb = 18.600• kata PANSUS DPR kuota haji khusus ada yg dijual 500jt• analisa kerugian negara 8600 x 500jt = 3,3T• smg brsm PT haji dihumati 《psekongkolan jahat MAFIA haji》",@ibrahimhasan8782,3 bulan yang lalu,sistim rb kuota haji  tbahan utk haji reguler   x rb   kata pansus dpr kuota haji khusus ada yg dijual jt analisa kerugian negara  x jt  t smg brsm pt haji dihumati psekongkolan jahat mafia haji
"Ah narasumber mbulet,,,jawab muter2",@AQSA__CHANNEL,3 bulan yang lalu,ah narasumber mbuletjawab muter
mbulet,@hadziqahmad2336,3 bulan yang lalu,mbulet
Setoran haji khusus tdk di setor ke BPIH karena di kelola swasta. Kecuali haji reguler di setor ke BPIH karena yg mengelola negara.,@IdaNurhasanah-g9n,3 bulan yang lalu,setoran haji khusus tdk di setor ke bpih karena di kelola swasta kecuali haji reguler di setor ke bpih karena yg mengelola negara
"saya juga bingung bang, diaman kerugian negara...",@hadziqahmad2336,3 bulan yang lalu,saya juga bingung bang diaman kerugian negara
"intinya mereka ingin mentersangkakan gus yaqut, dengan apapun itu",@hadziqahmad2336,3 bulan yang lalu,intinya mereka ingin mentersangkakan gus yaqut dengan apapun itu
Jangan diteruakan dgn hotmanlah,@suratno1255,3 bulan yang lalu,jangan diteruakan dgn hotmanlah
"Pak. Hotman pura pyra tdk mudeng naaf krn mubeng""",@suratno1255,3 bulan yang lalu,pak hotman pura pyra tdk mudeng naaf krn mubeng
Panggil Jokowi kalau KPK sok jago,@IrvanZuhri-f4e,3 bulan yang lalu,panggil jokowi kalau kpk sok jago
klub sy  gak salah presepsi.iri dg keuntungan orang kerja ibarat dagang.itu kan uang  jamaah bukan uang yang negara,@amanullohkupang9988,3 bulan yang lalu,klub sy  gak salah presepsiiri dg keuntungan orang kerja ibarat dagangitu kan uang  jamaah bukan uang yang negara
"Bang Hotman yg ahli hukum saja pusing...apalagi umat Islam, bingung juga, kok bisaaaa hak reguler dijadikan khusus",@rifoke1782,3 bulan yang lalu,bang hotman yg ahli hukum saja pusingapalagi umat islam bingung juga kok bisaaaa hak reguler dijadikan khusus
"Hotman jadi bingung,  Jawabannya ber belit2 , gak mau jawab yg disetor ke BPIH itu uang haji khusus atau reguler dari quota yg diselewengkan itu",@rachmatsabhusen4057,5 bulan yang lalu,hotman jadi bingung  jawabannya ber belit  gak mau jawab yg disetor ke bpih itu uang haji khusus atau reguler dari quota yg diselewengkan itu
Benar bpk tadi penjelasanya,@AbonKahono,5 bulan yang lalu,benar bpk tadi penjelasanya
Sy tdk Yaqin JOKOWI TERLIBAT,@ahmadmumin1335,5 bulan yang lalu,sy tdk yaqin jokowi terlibat
😂😂😂,@anshorimuhammad-bx8el,3 bulan yang lalu,
"Lama kelamaan,  gak ada orang yang mau jadi Mentri agama, kalau ada kebijakan nya tidak tepat, menteri agama jadi tersangka korupsi, beberapa x berturut turut Mentri agama masuk bui.",@selow-n4m,6 bulan yang lalu,lama kelamaan  gak ada orang yang mau jadi mentri agama kalau ada kebijakan nya tidak tepat menteri agama jadi tersangka korupsi beberapa x berturut turut mentri agama masuk bui
bang Hotman jgn ptong ptong penjelasan narasumber dulu biarkan bicara dulu,@rycropofficial,6 bulan yang lalu,bang hotman jgn ptong ptong penjelasan narasumber dulu biarkan bicara dulu
1 kepala 70😅😅😅,@anakitci1921,6 bulan yang lalu, kepala 
Hotman bikin ribet yg nanya menjebak yg jawab ga tu the foin kami yg nonton pusing,@manusiaakuuya4015,6 bulan yang lalu,hotman bikin ribet yg nanya menjebak yg jawab ga tu the foin kami yg nonton pusing
Negara tidak rugi apa rugi ?,@agusshowab5948,6 bulan yang lalu,negara tidak rugi apa rugi 
"Pakdhe saya sudah pelunasan haji tahun 2024, tapi blm bisa berangkat krn tbtb dapat info tdk dapat kuota, sehingga baru dapat kuota di tahun 2025.

Qadarullah bulan Maret 2025 sebelum berangkat haji sudah wafat duluan. Mungkin banyak kasus serupa, seharusnya jika kuota tsb dialokasi untuk haji regular thn 2024 mungkin Pakdhe saya bisa berangkat haji sebelum wafat. 

Walaupun memang ajal sudah menjadi ketentuanNya. Alfatihah untuk Pakdhe saya Alm A. Muthohar",@snfaizah4631,6 bulan yang lalu (diedit),"pakdhe saya sudah pelunasan haji tahun  tapi blm bisa berangkat krn tbtb dapat info tdk dapat kuota sehingga baru dapat kuota di tahun 

qadarullah bulan maret  sebelum berangkat haji sudah wafat duluan mungkin banyak kasus serupa seharusnya jika kuota tsb dialokasi untuk haji regular thn  mungkin pakdhe saya bisa berangkat haji sebelum wafat 

walaupun memang ajal sudah menjadi ketentuannya alfatihah untuk pakdhe saya alm a muthohar"
Benar itu bang,@tatiekklop554,6 bulan yang lalu,benar itu bang
"serius tapi lucu, gimana tuh haha",@irfanhaak8154,6 bulan yang lalu,serius tapi lucu gimana tuh haha
Yaqut dan Atasannya,@awasmata,6 bulan yang lalu,yaqut dan atasannya
"Kenapa haji ga langsung aja ya? punya duit buat tahun itu, langsung berangkat. Masalah yg ga punya duit ga bisa berangkat, nyatanya banyak yg terlihat tidak punya uang tp bisa nabung sendiri dan mampu bayar biaya haji. Kalau nabung sendiri kan lebih flexible dan tergantung niat kuat nya masing2 dibanding menunggu kuota, dibanding harus membiarkan uang mengendap berpuluh2 tahun. Aturan kalau sudah haji, tunggu 10 tahun baru boleh haji lagi, itu tetap dipake biar ga orang itu2 aja yg haji.",@twostoryus,7 bulan yang lalu,kenapa haji ga langsung aja ya punya duit buat tahun itu langsung berangkat masalah yg ga punya duit ga bisa berangkat nyatanya banyak yg terlihat tidak punya uang tp bisa nabung sendiri dan mampu bayar biaya haji kalau nabung sendiri kan lebih flexible dan tergantung niat kuat nya masing dibanding menunggu kuota dibanding harus membiarkan uang mengendap berpuluh tahun aturan kalau sudah haji tunggu  tahun baru boleh haji lagi itu tetap dipake biar ga orang itu aja yg haji
"Seandai2nya nih.. kalau dalam penentuan kuota tambahan jadi 50-50 itu ternyata ada pertimbangan teknis tertentu dan tidak ada uang yang masuk ke penyelenggara/pemerintah, apakah dibolehkan?",@irnandasetiawan428,7 bulan yang lalu,seandainya nih kalau dalam penentuan kuota tambahan jadi  itu ternyata ada pertimbangan teknis tertentu dan tidak ada uang yang masuk ke penyelenggarapemerintah apakah dibolehkan
"Banyak
.rakyat yg masih susah..",@Motivations_Clipers,7 bulan yang lalu,"banyak
rakyat yg masih susah"
Hancur nya kejujuran d sampingkan,@WaryantiWaryanti-j4b,7 bulan yang lalu,hancur nya kejujuran d sampingkan
"Salah ngaku, Krn. Kejujuran yg plg tinggi",@WaryantiWaryanti-j4b,7 bulan yang lalu,salah ngaku krn kejujuran yg plg tinggi
Mantab Bang Hotman... Saya doakan nanti Bang Hotman Naik Haji..... Aaamiiiin,@AhmadKohari88,7 bulan yang lalu,mantab bang hotman saya doakan nanti bang hotman naik haji aaamiiiin
Sumber awal kerusakan penyelenggaraan ibadah haji adalah dana talangan haji yg itu praktek nya ada riba sehingga membludaklah antrian haji sekian tahun dan ironisnya bunga' dana yg di setorkan jamaah sekian tahun di masukan sebagai subsidi haji padahal itu bunga haram,@shofiyazzahra855,7 bulan yang lalu,sumber awal kerusakan penyelenggaraan ibadah haji adalah dana talangan haji yg itu praktek nya ada riba sehingga membludaklah antrian haji sekian tahun dan ironisnya bunga dana yg di setorkan jamaah sekian tahun di masukan sebagai subsidi haji padahal itu bunga haram
"Gue jg pusing dgrnya ,para naasumber ga bsa jelasin ke hotman dgn detail.....",@dans170dani,7 bulan yang lalu,gue jg pusing dgrnya para naasumber ga bsa jelasin ke hotman dgn detail
kerugian INTANGIBLE pada masyarakat dalam antrian haji terdampak adalah KERUGIAN TAK TERGANTIKAN berapapun harganya (MASYARAKAT DIZALIMI OLEH PEMERINTAH SENDIRI),@groovy-b7v,7 bulan yang lalu,kerugian intangible pada masyarakat dalam antrian haji terdampak adalah kerugian tak tergantikan berapapun harganya masyarakat dizalimi oleh pemerintah sendiri
"Klo dilihat muka2nya pembuka pintu surga,ko malah sebaliknya pembuka pintu neraka ini.wah,wah.",@suciptospd8954,7 bulan yang lalu,klo dilihat mukanya pembuka pintu surgako malah sebaliknya pembuka pintu neraka iniwahwah
Apa gak takut sama allah.. itu dosa besar loh..,@rusmanfadhlurrahman183,7 bulan yang lalu,apa gak takut sama allah itu dosa besar loh
KPK harus hati-hati dalam menentukan kasus ini..sbb dulu KPK menggebu-gebu menuntut SDA melakukan penyelewengan dana abadi umat nyatanya tak terbukti..dan kasusnya dialihkan ke KISWAH dan DOM...,@abufanafaha523,7 bulan yang lalu,kpk harus hatihati dalam menentukan kasus inisbb dulu kpk menggebugebu menuntut sda melakukan penyelewengan dana abadi umat nyatanya tak terbuktidan kasusnya dialihkan ke kiswah dan dom
Orang ini pinter tapi kok bulet jawabpane.😂😂😂,@AbahRomeli,7 bulan yang lalu,orang ini pinter tapi kok bulet jawabpane
"sdh Muak sama Mentri dari newcastle united , korupsi mulu' ..
saat nya warga Muhammadiyah jadi mentri",@sandiibrahim147,7 bulan yang lalu,"sdh muak sama mentri dari newcastle united  korupsi mulu 
saat nya warga muhammadiyah jadi mentri"
bang hotman kalau anda pintar jangan suruh narsum yg bicara anda aja,@NoSwingAllowed,7 bulan yang lalu,bang hotman kalau anda pintar jangan suruh narsum yg bicara anda aja
Di indonesia Mah biar bisa berangkat haji di usia muda daftarin hajinya pas baru lahir kayanya..😢,@dewipranita8775,7 bulan yang lalu,di indonesia mah biar bisa berangkat haji di usia muda daftarin hajinya pas baru lahir kayanya
"hai M YASIN ..
kayaknya BANYAK  MALING  JUGA ..
... ADA KEUNTUNGAN NEGARA ..
ketika orang NAIK HAJI ...? 
begitu ya ...?",@irwanariyadi5630,7 bulan yang lalu (diedit),"hai m yasin 
kayaknya banyak  maling  juga 
 ada keuntungan negara 
ketika orang naik haji  
begitu ya "
"RAKYAT BERIBADAH  NAIK HAJI ..
jadi LADANG  BISNIS ....
dan tempat MENDULANG DUIT ..
======================
KEMENAG ..
dan departemen yang ada dibawahnya ..
juga sepertinya SUDAH RUSAK ..dan BOBROK ...
sampai ke daerah KABUPATEN ...
semua jajaran pengurus haji ..nampak  LAPAR  dan RAKUS ..
dari tranportasi ...akomodasi ..hotel ..dan segala tetek bengek kegiatan ...
semuanya adalah PELUANG  MENDULANG  DUIT ...",@irwanariyadi5630,7 bulan yang lalu,"rakyat beribadah  naik haji 
jadi ladang  bisnis 
dan tempat mendulang duit 

kemenag 
dan departemen yang ada dibawahnya 
juga sepertinya sudah rusak dan bobrok 
sampai ke daerah kabupaten 
semua jajaran pengurus haji nampak  lapar  dan rakus 
dari tranportasi akomodasi hotel dan segala tetek bengek kegiatan 
semuanya adalah peluang  mendulang  duit "
"Bung hotman keliatan tidak mengerti ni kasus.. seolah polos polosan aja.. padahal semakin banyak yg bakal jd tersangka, otomatis bakal byk lowongan kerja sebagai advokat...biasalah namanya jg bisnis pengacara..😅😂",@Fahleviiii,7 bulan yang lalu,bung hotman keliatan tidak mengerti ni kasus seolah polos polosan aja padahal semakin banyak yg bakal jd tersangka otomatis bakal byk lowongan kerja sebagai advokatbiasalah namanya jg bisnis pengacara
No 1 menag .,@ujangkelana2759,7 bulan yang lalu,no  menag 
Ya allah ya robbi ya karim ya allah ya robbi ya karim ya allah ya robbi karim astagfirullah kasian para calon calon kuota haji menabung bertahun tahun tapi mereka seperti terdzolimi ya allah,@irmanedo7130,7 bulan yang lalu,ya allah ya robbi ya karim ya allah ya robbi ya karim ya allah ya robbi karim astagfirullah kasian para calon calon kuota haji menabung bertahun tahun tapi mereka seperti terdzolimi ya allah
Berarti Jokowi ikut menikmati 🫥,@FerdyYansyah-h2i7z,7 bulan yang lalu,berarti jokowi ikut menikmati 
nampak Hotman tidak menguasai permasalahan.,@budisetiyono2429,7 bulan yang lalu,nampak hotman tidak menguasai permasalahan
Yakult yakult 😂😂😂,@azchannel716,7 bulan yang lalu,yakult yakult 
Tersangkanya sudah jelas yaqul cs ketum pbnu ahyar cs.para habib baalawi yg duduk di pbnu di pimpin mulyono,@muhamadsuparmin7472,7 bulan yang lalu,tersangkanya sudah jelas yaqul cs ketum pbnu ahyar cspara habib baalawi yg duduk di pbnu di pimpin mulyono
"Hostnya gak mudeng
Haji khusus bayarnya ke travel haji",@hartonoo1,7 bulan yang lalu,"hostnya gak mudeng
haji khusus bayarnya ke travel haji"
"Ya ali kenapa islam jd begini, tdk seperti di jaman nabi. Syaidina ali menjawab di jaman nabi umat nya seperti saya, skrg umat nya seperti kamu.",@udinmahudin7011,7 bulan yang lalu,ya ali kenapa islam jd begini tdk seperti di jaman nabi syaidina ali menjawab di jaman nabi umat nya seperti saya skrg umat nya seperti kamu
Hahahaha. Lucu hotman mewawancarai tapi tidak paham regulasi haji reguler dan khusus,@andikisyarif9242,7 bulan yang lalu,hahahaha lucu hotman mewawancarai tapi tidak paham regulasi haji reguler dan khusus
"Hotman sebagai moderator tak paham gimana regulasi..
Gimana mau mewawancarai.",@andikisyarif9242,7 bulan yang lalu,"hotman sebagai moderator tak paham gimana regulasi
gimana mau mewawancarai"
"Berharap korupsi kuota haji dijebloskan seumur hidup, banyak yg korupsi masa presiden ke 7 yang bikin gaduh",@juzis5783,7 bulan yang lalu,berharap korupsi kuota haji dijebloskan seumur hidup banyak yg korupsi masa presiden ke  yang bikin gaduh
"Seketika Dajjal pun minder dengar berita ini, 
 Dajjal siap jadi pengikutmu Gus yaqult",@laksamanasurya6907,7 bulan yang lalu,"seketika dajjal pun minder dengar berita ini 
 dajjal siap jadi pengikutmu gus yaqult"
Nampak nya antum terlalu polos... Bung hotman ini seorg pengacara... Karena byk yg bakal di tetapkan sebgi tersangka.. buat dia ini lowongan kerja...😅,@Fahleviiii,7 bulan yang lalu,nampak nya antum terlalu polos bung hotman ini seorg pengacara karena byk yg bakal di tetapkan sebgi tersangka buat dia ini lowongan kerja
"Menggarong uang negara lebih nikmat dgn berbagi pada kelompok . .
Daripada gaji bulanan dari negara .",@panjsuroso9554,7 bulan yang lalu,"menggarong uang negara lebih nikmat dgn berbagi pada kelompok  
daripada gaji bulanan dari negara "
Jika ada solusi yg bagus tapi masih ada yg tidak setuju maka dialah yg bermasalah,@setyopambudi3482,7 bulan yang lalu,jika ada solusi yg bagus tapi masih ada yg tidak setuju maka dialah yg bermasalah
si yang paling Nkri  yakut yakut😂😂😂,@AriyaUhhg,7 bulan yang lalu,si yang paling nkri  yakut yakut
"Tapi, tarif khusus menurut undang2 itu hanya satu yaitu ONH plus yg harganya paling 2-3 kali tarif reguler. Pada kenyataannya, tarif khusus di dunia nyata itu banyak kastanya. Ada plus plus, ada plus plus plus, sampai haji Dewa (Furoda) yg harganya mulai dari 5x sampai 12x tarif reguler.
Kalopun itu disetor ke negara, maka yg disetor itu max cuma seharga ONH plus.
Jadi ada pihak2 yg melakukan kapitalisasi dan perkaya diri sendiri/kelompoknya dengan menjual hak reguler tsb dengan harga DEWA khusus orang kaya ataupun bagi2 gratis utk keluarga pejabat negara.",@igunov8169,7 bulan yang lalu,"tapi tarif khusus menurut undang itu hanya satu yaitu onh plus yg harganya paling  kali tarif reguler pada kenyataannya tarif khusus di dunia nyata itu banyak kastanya ada plus plus ada plus plus plus sampai haji dewa furoda yg harganya mulai dari x sampai x tarif reguler
kalopun itu disetor ke negara maka yg disetor itu max cuma seharga onh plus
jadi ada pihak yg melakukan kapitalisasi dan perkaya diri sendirikelompoknya dengan menjual hak reguler tsb dengan harga dewa khusus orang kaya ataupun bagi gratis utk keluarga pejabat negara"
Krn tdk ngerti artinya berhaji... buah nya seperti itu tdk ada perubahan atitude,@syarifs7838,7 bulan yang lalu,krn tdk ngerti artinya berhaji buah nya seperti itu tdk ada perubahan atitude
diskusi yg tak ada artinya sehingga membuat bang hotman pusing😅😅. para narsum masih hati hati karena kpk belum memberikan kepastian tersangka. satu yg sangat penting dari diskusi ini adalah siapa yg meminta kuota 20.000 itu dan apa niatnya?,@alfonsoaja1653,7 bulan yang lalu,diskusi yg tak ada artinya sehingga membuat bang hotman pusing para narsum masih hati hati karena kpk belum memberikan kepastian tersangka satu yg sangat penting dari diskusi ini adalah siapa yg meminta kuota  itu dan apa niatnya
