text,author,time
Parah banget ini,@Wongjowo55-r6q,4 minggu yang lalu
Sedih melihat negara ini,@akhlakulkarimahcommunity9299,4 minggu yang lalu
Bobrok bobroookkk sudah...hampir smua institusi si Indonesia GK BISA DIPERCAYA..laknatulloh smoga pejabat yg dzalim,@donisetiawan9965,4 minggu yang lalu
Jika kabur siapa yang bertanggung jawab.......?!!!!!! pak apakah kejaksaan dan kepolisian berani bertanggung jawab......?!!!!!,@YonoPakel,4 minggu yang lalu
"Kpk juga manusiaaa, hukum di akal akali oleh manusia",@heriantadi9281,4 minggu yang lalu
Klo nggk sakti ya bukan Gus 😅,@MrBangone28,4 minggu yang lalu
"Kami sangat "" MALU""  di negri ini ,Tamu Aallah itu lebih mulia dr segalanya ini orang yg salah menyalah gunakan jabatan kok malah diberi keringanan kalau perlu seberat"" beratnya ,ingat azad dan KARMA lebih pedih",@NonotKardiyanto,4 minggu yang lalu
Pinter banget ini istrinya Noel d cepuin ke wartawan kl Yaqut keluar dr penjara😁,@gitaagustria8574,4 minggu yang lalu
Tahanan kpk lainnya bgaimna apkh msih brada d sel kpk? klu kpk tdk adil hrus dlaporkan k penegak hukum lainnya dn DPR hrus mmanggil smua pimpinan kpk klu bnar trjadi smua pimpinan  kpk hrus dpecat .,@MadeKantraAntara-id4ti,4 minggu yang lalu
KPK sdh dirusak sama penguasa yg sebelumnya dan dilanjutkan dgn yg berikutnya...,@kurniawanfitri2270,4 minggu yang lalu
KPK BUBARKAN KRN DISKRIMINATIF,@jetproM20dpro202,4 minggu yang lalu
lebih baik bubar saja. cumak abis kan uang rakyat membayar,@abdi-kf3wx,4 minggu yang lalu
"KPK. Komplotan Pengkianat Kemerdekaan
Rakyat KECEWA BERAT terhadap kelakuan APH
Pilih kasih , yg penting bayar bayar bayar bayar  UPETI",@AdjiHandoko-g4n,4 minggu yang lalu
Bubarkan aja kpk ini gk penting x,@AhmadDameropohan-w4q,4 minggu yang lalu
Ini akibat presidenya gerombolan geng solo otaknya tidak beres 😂😂😂😂😂😂😂😂😂😂😂😂😂,@kasepusepsep4618,4 minggu yang lalu
"Rusak,semakin rusak",@oztivi,4 minggu yang lalu
"KPK dilemahkan jokowi, banyak orangnya jokowi di dlm, prabowo bisa apa,",@widjihindariwati4820,4 minggu yang lalu
KPK tidak WARAS!!...,@kangmasganteng276,4 minggu yang lalu
Ada yg takut namanya disebut di pengadilan,@widjihindariwati4820,4 minggu yang lalu
"KPK sekarang sudah rusak. 
Isinya orang2 gak jelas, rakyat sdh tidak percaya KPK",@agusrazak,4 minggu yang lalu (diedit)
KPK isinya parcok. Hukum anti korupsi hanya tajam ke ASN tak berdaya. Penguasa jadi raja..  banyak ASN dipenjara hanya karena masalah kecil. KPK meniru parcok menjadi bajingan hukum!,@Oposisi123,4 minggu yang lalu
KPK JADI TERMUL,@ademldy541,4 minggu yang lalu
Kalo kruptor d pelihara hanya nunggu hancur lebur bangsa ini,@mahrusmahrus2973,4 minggu yang lalu
terimakasih pada K P K yg menghibur seluruh rakyat Indonesia mengenai Yaqut contohnya kalau bagi pihak Yaqut jelas bahagia tapi kalau yg ingin undang 2 yg ada Indonesia betul 2 diteramkan jangan sampai pandang bulu maka sedih,@MiskiDaud,4 minggu yang lalu
Harusnya koruptor dihukum mati . . . Kok enak amat cuman dpt tahanan rumah . . . . hancuuuur hancur.,@doadoi893,4 minggu yang lalu
KPK  BAGIAN DARI KORUPTOR ...😅😅😅 😅😅😅...KPK SOK SUCI,@6093111B,4 minggu yang lalu
pemerintahan Wowo ancur ancuran betul kata anak Purabaya betul kata ketua BEM UGM pejabat indonesia kebanyakan Maling,@adinugroho1122,4 minggu yang lalu
Saya heran kemana presidennya di republik ini....,@PasihSpeed,4 minggu yang lalu
disogok berapa nih kpk,@DSBZERO,4 minggu yang lalu
Inilah negara konoha,@liauwjimin621,4 minggu yang lalu
Mulyono juga tahanan rumah😂😂,@juanwolezblues7837,4 minggu yang lalu
Gk percaya lagi sama pejabat Konoha.,@yarlistaufid9619,4 minggu yang lalu
sudah sejak dulu KPK mengecewakan Rakyat NKRI....Koruptor kok tahanan rumah,@Suyati-xf2vt,4 minggu yang lalu
KPK Abal Abal,@ibnusasaki8864,4 minggu yang lalu
KPK gk bisa fi percaya kok Koruptor Dana Haji dpt tahanan Rumah,@mr.dedidahlia2395,4 minggu yang lalu
Kmn orang2 yg kmrn jarah rumah Sahroni dan Uya Kuya ya?knp ga berani jarah KPK?udah tau kelakuan KPK bgini?,@sutan164,4 minggu yang lalu
Diusut kpkya masih banyak jutaan rakyat pintar yang akan bekerja,@erinnberlina4712,4 minggu yang lalu
"Ya ayo siapa yang bayar dapat menikmati tahanan dirumah, tahanan di luar KPK enak kok tinggal bayar saja ya KPK sama saja dg Koruptor juga ya dapat suap tuh ya saya yakin ada intervensi dari Bosnya Yaqut ya siapalagi kalau bukan JOKOWI ,,,",@parwotowoto204,4 minggu yang lalu
"Lebih   kecewa lagi , gara"" anakmu , Gibran bisa jd wapres !!!",@antonsoetopo2617,4 minggu yang lalu
Bobroknya hancur hukum di Indonesia,@RosmiSmy,4 minggu yang lalu
Digaji rakyat malah mengecewakan rakyat hebat KPK ( komisi perlindungan koruptor),@CeceTjarwita,4 minggu yang lalu
KPK koruptor utama. Gak mungkin yaqut dan jokowi nyogok KPK cuma 1 T,@kartijanalghifari7599,4 minggu yang lalu
Kpk ne uasuuuu...,@HeruBira,4 minggu yang lalu
Mirisss hukum apa ini,@AbdulAziz-ff2vj,4 minggu yang lalu
"Pecat pimpinan KPK, Karna menurut sy kpk saat ini msh produk Jokowi... & Kita tau kasus takut juga d saat Jokowi berkuasa.",@TohaAlamsyah,4 minggu yang lalu
"Biasa tumpul keatas tajam kebawah, seharusnya yg tahu agama tapi melanggar itu lebih beratkan lagi hukumannya, ini apa.....ih",@Erlan-v2g,4 minggu yang lalu
"KPK 
Kebagian  Penghasilan  Korupsi",@tritri3138,4 minggu yang lalu
perlu diduga ayo kejar,@aryakikilana7029,4 minggu yang lalu
"Efek rakyat pada nonton aja, instansi jadi pada seenaknya",@weaknessfish197,4 minggu yang lalu
"Ini baru mantap.
Hukum di NKRI sudah lumrah.",@MuhammadRifai-q8q,4 minggu yang lalu
KPK nanti di demo sama tahanan KPK nya sendiri.. Wkwkwk.. Kocak.. 😅,@irpansabani7889,4 minggu yang lalu
Bubarkan aja KPK.,@RobinTambunan-mn7qz,4 minggu yang lalu
Caerrrrrr.. Nih kpk...,@irpansabani7889,4 minggu yang lalu
Enk ny kpk ny yg ditahan gmn???,@ahmadsantoso7553,4 minggu yang lalu
"Mencret...mencret...
Hancur negara ini",@adikustiadi8877,4 minggu yang lalu
Semoga pejabat KPK yg mengecewakan rakyat segera mendapatkan azab,@alimahmudi4019,4 minggu yang lalu
Bobrok,@mukhtarhidayat3992,4 minggu yang lalu
"Sudahlah hukum dinegara ini tdk akan memberikan rasa keadilan bila oknum""penegak hukum tdk punya integritas dan takut pada kekuasaan, sangat memalukan!!!",@CandraAlex-i6h,4 minggu yang lalu
"Siapa yg memeriksa KPK klu KPK Terima suap... 
Kok aneh yaqut  keluar & bisaberlebaran dirmhnya, ada apa dgn KPK ini????????",@HendrySubekti-xk9yl,4 minggu yang lalu
"Wkwkwkwwk.....mau kpk bubar, mau nangkap koruptor, mau nggak. Kalau saya udah gak peduli...lah ngapain berharap sama koruptor nangkap koruptor. Khan hanya orang bodoh yang punya harapan bgt",@koperdam,4 minggu yang lalu
Untuk Sang NKRI harga mati dapat perlakuan khusus..,@siddiqamrantifa1155,4 minggu yang lalu
AYO GRUDUG KPK,@bangtoba2553,4 minggu yang lalu
Yg salah di benerin yg bener di salahin,@kudrianca5925,4 minggu yang lalu
"Enak Ya Habis Maling Jadi Tahanan Rumah.
Lha ini Koruptor apa WFH pak.. 
Suka Kocak Aparat di Negeri Ini😂😂",@saint58,4 minggu yang lalu (diedit)
"Koalisi K-DRONISTI dan WAHABIS SALAHFOL maling teriak maling serta pasukan PSYOP kasus kuota haji, silahkan marah di sini 👇 😆🥳",@mackbedunduk1305,4 minggu yang lalu
KPK dapat surat cinta dari solo 😂,@IbongSvaldiz,4 minggu yang lalu
"Bubar aja nih negara,gajelas banget hukumnya",@calon_mayat27,4 minggu yang lalu
Kpk bubar kan saja udah keterlaluan,@hermanmnur8200,4 minggu yang lalu
TAHANAN KORUPSI BISA JD TAHANAN RUMAH KALO MALING AYAM KIRA2 BISA JD TAHANAN RUMAH GK Y ???😂,@ErvanBustomi-j9l,4 minggu yang lalu (diedit)
"Y Allah azab lah si Yaqut , aminnn",@josminjosss8087,4 minggu yang lalu
"Penegak hukum Indonesia dgn tanpa rasa malu! Enteng saja berbuat yg lucu,aneh dan janggal! 😂😂😂",@sean.920,4 minggu yang lalu
KOMISI PEMELIHARA KORUPTOR😊,@YonAris-s1g,4 minggu yang lalu
Ada apa sebenarnya hukum di Indonesia ini...seorang garong duit di suruh di rumah saja....jangan2 sama garong nya...,@antonov4312,4 minggu yang lalu
Tim ses 58% mah bebas 🤣,@sibitamtomo2561,4 minggu yang lalu
"Kalau tahanan rumah yaqut sesuai aturan kenapa tidak diumumkan dari dulu, karena dapat pesanan mulyono ya ?",@tvpelayanan8772,4 minggu yang lalu
"Bubarkan sajalah KPK itu,  tak ada gunanya 😅😅😅",@ApaMacam123,4 minggu yang lalu
maling.,@kolotbae4580,4 minggu yang lalu
"Kpk sm negara takut  banser,,dasar lemah !!! Malu2in",@sandyandryawan6389,4 minggu yang lalu
KPK (Kelompok Korupsi Konoha),@SangFajarku,4 minggu yang lalu
"Buat para generasi muda,sekolah yg pinter,biar nanti bisa jadi koruptor,jangan jadi bandar narkoba
Karena jadi koruptor di negara ini sangat lah nikmat",@putrasyahdana1980,4 minggu yang lalu
"Begini lah negri Konoha dibuat Raja, pastinya dbuat special karna tidak mau nantinya merembet ke Raja, karna beliau mantan mentri nya si Raja, jadi pasti d specialkan 😁",@TestBbm-u4s,4 minggu yang lalu
Ayo rame2 libur kerja dulu maju demo 😂,@RijiksihabRizik,3 minggu yang lalu
​ @RijiksihabRizik sepertinya mereka tdk peduli dgn demo!,@sean.920,3 minggu yang lalu
emang yakut itu siapa,@alvinmuinrachim2042,4 minggu yang lalu
bubarkan aja kpk,@alvinmuinrachim2042,4 minggu yang lalu
"Sekalian yg lain minta tahanan rumah, supaya para maling negara bisa pesta pora 👺👿👹",@amangsuci,4 minggu yang lalu
"Ini sudah jelas aparat takut sama duwit atau orng kaya,lucu2 lur, di tahan kok di rumh , dah mari bareng2 korupsi hhhhh.",@dulmunim-cm3pw,4 minggu yang lalu
"Silahkan anda kecewa dan sakit hati pak,kenapa GUS YAQUT di jadikan tahanan rumah,krn mmg tak bersalah,cuma di salah"" kan",@NiaKurnia-rw4tx,4 minggu yang lalu (diedit)
Apa bedanya tahanan rumah sama tidak di tahan????,@tremozzzlaut,4 minggu yang lalu
"Matio jok...
Wes dang mati
Sebelum rusak semua sistem pemeritahan",@cagaklimoo7378,4 minggu yang lalu
Gak aneh kasus hukum dI Indonesia seperti ini 😂😂😂,@JandengSupriyadi,4 minggu yang lalu
Bocor alus jg akhirnya KPK,@candraagussuseno1141,4 minggu yang lalu
kurang asam kpk,@Isa-p1d7b,4 minggu yang lalu
"Yaqut tdk bersalah, dengar kesaksian bahrawi di faisal akbar",@udurmaryanisilalahi5901,4 minggu yang lalu
Pemimpin kpk nya saja jadi garong😂😂..,@LemburSawah-k6i,4 minggu yang lalu
Viralkan Pak Boyamin..... Seluruh rakyat KECEWA.. KPK merusak sistem KPK.... Pecat yg tanda tangan surat penahanan rumahnya yg melanggar kode etik.... KLO diam2 pasti ada apa2nya... Seluruh rakyat  mau dibodohi....,@linatjandra5876,4 minggu yang lalu
Di Konoha asal bapak senang aja lah 😂,@SahabatBibitKita1,4 minggu yang lalu
"Apa sebaiknya semua tahanan KPK yg sekarang telah ditahan dan yg mungkin akan ada yang akan datang, dipastikan semuanya hanya tahanan rumah saja.",@yoruuuthea,4 minggu yang lalu
"PARAAAAHHHHHH, KPK.. KPK dapat amplop KALI????",@linatjandra5876,4 minggu yang lalu
Kepanjangan kpk. Komisi perlindungan koruptor,@muhlatif4353,4 minggu yang lalu
Lulusan mana si yaqut ??? Bisa hebat begini ... 😂 Ngaji nya luar biasa ... Jadi menteri agama malah nge rampok 😂 gak tanggung tanggung KUOTA IBADAH  digeber juga 😂 habis di borgol .. eh masih bisa balik lagi jadi tahanan rumah 😂 gokil bener si yaqut ...,@IdoyPhu,4 minggu yang lalu
Kan Gus yaqut gk bersalah. Kalo gk percaya tanya ma banser😂,@HanifahRiski-i1d,4 minggu yang lalu
Negeri sejuta korupsi menuju Indonesia E mas rusak 😂 😂 😂.,@Purwadi07,4 minggu yang lalu
Nanti pegawai kpk akan di tahan semua di neraka😢krn dosanya,@AdeYakub-c9l,4 minggu yang lalu
sesama syetan dilarang saling menghukum...,@berbagipuisi311,4 minggu yang lalu
Bu minta izin saja biar Noel di tahan dirumah bu biar gak usah kirim sayur ke rutan .Tahanan punya hak yang sama,@Drs.Pachrur,4 minggu yang lalu
"Komisi Pemberantasan Korupsi, menerima SOGOK yg lumayan bagus . Ini sangat menyedihkan...",@Sumartiana-kq1rf,4 minggu yang lalu
"mungkin skenario KPK , pura pura nangkap tapi di lepas senyap , jangan jangan slama ini KPK cuma pura pura nangkap saja. Setelah itu di biarkan  bebas dengan seribu alasan yg di pura pura kan resmi dan seijin hukum",@NLR-o1y,4 minggu yang lalu
"Besok2 org byk jadi KORUPTOR, enak bgt di tahannya di rumah...... Ha ha ha.... Kocak2.... hukum di neg. Konoha. hukum kok Takut sm ormas ??, 🤣😂",@karcistiket1588,4 minggu yang lalu
usut bang org2 KPK yg ngeluarin surat tahan rumah jangan2 Uda cair ....mereka tuh,@nuryamanbobby5862,4 minggu yang lalu
"Kita bisa buat sesuatu guys, viral kan kasus ini.",@adyalfyan5962,4 minggu yang lalu
Gimana lah kpk.terus peresiden nya gimana la..hukum di indonesia ko bisa bebas kalo yang punya uwang,@IwanBed-i1w,4 minggu yang lalu
Lanjutkn😂,@SantrehNgampong4444,4 minggu yang lalu
tidak percYa lagi sma kpk,@Iwancuu-w9v,4 minggu yang lalu
KPK koplak parah,@bangsono4738,4 minggu yang lalu
"Anak buah pak jokowi siapa yang berani ngandangin?????
Prabowo pemimpin tertinggi pun dibawah sepatu jokowi😎",@Agus-k3c,4 minggu yang lalu
"KPK juga manusia yg perlu duit, bro 😂😂😂",@misranimis-e8o,4 minggu yang lalu
Gimana ini pak Prabowo kok Mantan mentri Agama jadi tahanan Rumah,@DewaPutuRama,4 minggu yang lalu
Kok 45u,@HasnaMika,4 minggu yang lalu
Kok 45u,@HasnaMika,4 minggu yang lalu
KAPAN BUBAR NKRI?,@N47WA,4 minggu yang lalu
"Jijik lihat KPK DISKRIMINASI  HUKUM , tidak adil",@121-r4e,4 minggu yang lalu
Udahlah hukum di negri ini cuma formalitas karna K.P.K  sekarang itu pelindung para kortuptor,@Haryy-t3s,4 minggu yang lalu
Masyarakat di suruh percaya KPK😂😂😂 KALU model nya kyk gt,@EkaZulianto,4 minggu yang lalu
Hari ini dialehkan besok pasti di bebaskan,@Haryy-t3s,4 minggu yang lalu
Indonesia bubar,@SudirmanKodir-b4k,4 minggu yang lalu
Kok enak ya makanan Koruptor2 dari pada MBG apa lagi rakyat miskin ngk ada penghasilan. Kayaknya slogan Hidup koruptor bisa masuk akal dari pada Hukum mati koruptor?!!🤔🧐🤨🤭😂,@RestoeAm-l3e,4 minggu yang lalu
top hukum di indonesia top pancen top tidak malu sama rakyat seluruh indonesia pantasan korupsi di indonesia tumbuh subur hebat hebat,@adeliaseptianti,4 minggu yang lalu
Saya gak kaget klok pejebat indo mimang kakyak gitu 😂,@mustakimelsa362,4 minggu yang lalu
Saya gak kaget klok pejebat indo mimang kakyak gitu 😂,@mustakimelsa362,4 minggu yang lalu
KPK sudah di suap,@suhardiansyahujang9377,4 minggu yang lalu
"bentar lagi ada tahanan hotel, tahanan  villa dsb.",@tiantian33,4 minggu yang lalu
KPK sudah mulai somplak.😢😢😢,@marliunduasatu7613,4 minggu yang lalu
Konyol korupsi besar dan biadab malah jdi tahanan rumah wah parah sih ini KLO si Prabowo kga tau parah ini,@zimaadreenaqiyyama_CHANEL,4 minggu yang lalu
"Tersangka aja segera ditahan,,sudah ditahan kok dirumahkan memang busuk gerombolan kpk ini,",@DwikaSoanin,4 minggu yang lalu
Ada apa dengan KPK,@nanasuyatna26,4 minggu yang lalu
"Ayo teman teman semua tahanan,ajukan tahanan rumah semua.Lumayan hemat pengeluaran negara 😂",@opicwong,4 minggu yang lalu
Apakah dlm uu kpk ada pasal tentang tahanan rmh?,@suhermanharjasasmita6717,4 minggu yang lalu
Pimpinan kpk hrs di panggil prabowo dan di periksa kejujurannga,@darwizrenas4870,4 minggu yang lalu
"Wajar....""Buatan"" si Jack",@sup6598,4 minggu yang lalu
"Hukum Indonesia sudah kotor, bisa di jual beli, bisa  ditukar",@EfraProditus,4 minggu yang lalu
Kocak lo KPK,@eryani6451,4 minggu yang lalu
Setuju KPK memecahkan rekor.,@imannurzamam9636,4 minggu yang lalu
PENEGAK HUKUM INDONESIA KEBANYAKAN BODOH DAN TOLOLL WAJIB DIHUKUM BERAT SERTA HARTA MEREKA DISITA NEGARA SEMUA. MENYELESAIKAN IJAZAH JOKOWI BERTAHUN-TAHUN BELUM TERUNGKAP. MENANGKAP KORUPTOR DIJADIKAN TAHANAN RUMAH SUNGGUH BODOH DAN TOLOLL PENEGAK HUKUM INDONESIA WAJIB DIHUKUM BERAT SERTA HARTA MEREKA DISITA NEGARA SEMUA.,@supriyadi-sw8tu,4 minggu yang lalu
harus di usut tuntas,@SudawiraAjah,4 minggu yang lalu
Dah...jogetin aja,@arhamgrab7673,4 minggu yang lalu
Kira2 pesanan siapa ya kok BS gitu,@winnarto4529,4 minggu yang lalu
Wahh...kabar gembira untuk para calon koruptor nih 😂 bisa tahanan rumah,@shafaril387,4 minggu yang lalu
"Kasihan nasibnya Noel, sebenarnya Yaqut&Noel sama2 orangnya jokowi, tapi Yaqut dapat previlage tahanan rumah dari KPK, sedang Noel harus membusuk di tahanan KPK, pantas istrinya Noel protes, dan nyanyi di luar",@RyanYanshoni,4 minggu yang lalu
KPK 👎🏻👎🏻👎🏻,@ericaapriana9467,4 minggu yang lalu
"Carut marut hukum di atur sama jokowi
Sekarang prabowo melanjutkan jokowi",@Demi-r6q,4 minggu yang lalu
"Kpk sudah bener menjalankan  topoksinya ,kpk cuman hanya sebatas juruparkir dalam hal menertipkan aset para koruptor dan mengamankan koruptor yg ngk setor  (bentarlagi ada yg pasangbadan dengan komen ini )",@KaliPatihas,4 minggu yang lalu
"Klo bgini, Smua maling yg udh di dlm sell harus di rumahkan juga... Jgn di sell di rutan/LP.",@obypx2710,4 minggu yang lalu (diedit)
"Bsok kita mencuri sesuka hati kita yuk... Lalu ajukan jadi tahanan rumah! 
Enak tOooo..... GasssS Lah 💥",@obypx2710,4 minggu yang lalu
"Bukan mengecewakan tapi membagongkan.... 
Mulai dari majikan nya sampe ke ternak nya pada korup smua! 
Yg bikin kesel lg, mereka sampe skr msh aja ada yg menjabat dan masih berpengaruh biarpun udh pensiun. 
Seakan Indonesia ini milik mereka pribadi. 
Apalah daya kita org ga mampu, cuma bisa ngelus dada melihat kelakuan mereka.",@obypx2710,4 minggu yang lalu
KPK kena kasi THR/amplok sm yaqut,@RoniS-s2u,4 minggu yang lalu
Harusnya NU kirim balik yakut ke penjara. Mana nih suara NU.,@MuhammadThohir-x5v,4 minggu yang lalu
Tergantung uang coba maling ayam kan ngak punya uang ok,@akunmamah-p1z,4 minggu yang lalu
"Hahahahahaha
🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡
Ini karena ketahuan........... bangke bangke.....! Diumpetin akhirnya kecium juga......
Memalukan....!!!!!",@RahmatSamsung-j6k,4 minggu yang lalu
namanya juga uda share deviden,@s1rmixalot,4 minggu yang lalu
"BUKAN SEMAKIN LUCU TAPI SEMAKIN GILA
KLO SUDAH BGN JGN HARAP INDONESIA BAIK BAIK SAJA YG ADA ANCUR BERKEPING KEPING",@SahaAbi-u8q,4 minggu yang lalu
Kpknya mau di ganti,@RasidinRasid-h3u7b,4 minggu yang lalu
Pasaasss  pikun ngah ngoh,@BastomiHusen,4 minggu yang lalu
Ada apa dengan kpk...ko keliatan sekali termul nya...benar benar kecewa.,@GhinaMeidina,4 minggu yang lalu
"Bagaimana tahanan Rumah ?!
Sementara Dia merampok dana haji dg nominal BESAR!!

MIRIS NEGRI KITA INI DG PRILAKU KPK.",@Alhmdhulillah,4 minggu yang lalu
Hancur hukum... prabowo cuma omon² ngak ada arti preaident.. hancur indonesia,@SettuJuko,4 minggu yang lalu
KPK tidak bisa dipercaya lagi. Memalukan!,@hendroyono-ex4pm,4 minggu yang lalu
"Dah kita g usah mikirin KPK,kita bisa ngrampok ya ngrampok aja,peduli lagi sama penegak hukum isinya lelucon,lawak aja",@eightsquadchannel21,4 minggu yang lalu
Pesanan dari si Kodok  😅,@Emr_4005,4 minggu yang lalu
Tak hilang akal kpk ada ja alasannya bikin sakit hati rakyat aja. Menangis Isdonesiaku....,@HuzaimunWahid,4 minggu yang lalu (diedit)
"Aku salut sama istri bung Noel, dia pasti wanita yg sangat baik, cuma kadang kepala keluarga yg suka bikin ulah",@SubhanJaya-t6q,4 minggu yang lalu
😂😂😂kpk...komisi pembuat kegaduhan😂😂😂,@naylantsy4408,4 minggu yang lalu
Bunyamin hanya bisa bicara tapi tak ada tindakan maki karena dia takut juga,@Pandawalima-v8p,4 minggu yang lalu
K P K =  KORP PELINDUNG KORUPSI  KPK YANG OALING BERJASA KEOADA KORUPTOR,@wasmau9807,4 minggu yang lalu
"MALING mah banyak duit,bisa bayar sipir penjara,bisa bayar polisi,   dengan DUIT apa sih yg tidak bisa di lakukan di negri KONOHA ini",@ZulianAnhar,4 minggu yang lalu
Ada pesanan mungkin 😅😅😅😅,@humansnature,4 minggu yang lalu
"KPK pelindung perampok uang rakyat, pretttttt",@annaslalo2265,4 minggu yang lalu
Mari rakyat bersatu lawan iblis banser dan termul,@Matahari45356,4 minggu yang lalu
Loh.. Ko mengecewakan??? Anda lupa ya tinggal dmn???.. 🤷‍♂️🤔,@cahgendengs,4 minggu yang lalu
"KPK juga manusia apa lgi mau lebaran..butuh amplop buat lebaran 😂😂😂😂,kacau2 penegak hukum",@QMAFarm,4 minggu yang lalu
Biar adil yg lain juga harus di kasih tahanan rumah atau di lepas aja biar mereka rame2 grogoti negara ini sy kira pak Prabowo sangat setuju karena sesuai prediksi atau mungkin ga sampai 2030 negara bubar😂 😂,@abdhulhalim308,4 minggu yang lalu
trs sopoooo si di percoyo kiii,@sumarnosumarno7074,4 minggu yang lalu
Koplak... Kalau udah ga mampu jd pejabat KPK... Mundur wouyyyy,@mahmoedbogor,4 minggu yang lalu
"oaaalaaaahhh . . kpk kok koyo ngono ki piyeeee tooo. 
ajuuuurrrr ajuuurrr",@sumarnosumarno7074,4 minggu yang lalu
Ini mah termul sakti ... jangankan KPK ... negeri ini saja mereka beli ... apalagi si omon2 kan kacungnya,@arhees,4 minggu yang lalu
WOOOOOOO.........   KPK.   ORA.   JELAS.  !!!,@muhammadyuslimmunandar5627,4 minggu yang lalu
KAPAN KORUPTOR DIHUKUM MATI,@sukinemsukinem477,4 minggu yang lalu
Harus pakai hukum rimba.,@YuliSulistiowati-ne7ln,4 minggu yang lalu
Selama KPK bentukan Jokowi belum di Bubarkan maka penegakan hukum tidak akan berjalan sebagaimana mestinya,@Arlis-m2f,4 minggu yang lalu
"Mana janji prabowo mau berantas korupsi ?
OMON OMON !",@aguskardinan529,4 minggu yang lalu
"Parahhhhhhhhh,,,,,,,,",@babahuwes,4 minggu yang lalu
Orang kpk penjarakan semua cuma bikin.malun negara yaitulah kalau kpk jadi gerombolan jokowi ya mengikuti jejak pujaanya pokonya negara akan hancur jika.jokowi masih cawe cawe masala,@sepafx139,4 minggu yang lalu
Yaaaaah rusak lagi nih KPK mulai g transparan. Warga kecewa poll,@BAWORBLUES,4 minggu yang lalu
Ah masyarakat Konoha ma biasa aja pak malah semoga tahanan yg lain juga pada mengajukan ke KPK agar jadi tahanan rumah semua pak😅😅😅😅😅,@PipitNew-b7o,4 minggu yang lalu
"KPK tidak mengecewakan...pak...
Kita harus sadar bagi yang mau sadar....
Dunia sudah terbalik.

KPK itu memang sudah di setting....

Begitulah setting'an KPK.

ITULAH ATURAN DI NEGERI KITA

Kenapa hayooo...

Ya nggak kenapa kenapa.....

Itulah Indonesia...
😂😂😂😂🤣🤣🤣🤣👎👎👎👎",@SlametBorneo,4 minggu yang lalu
KASUS YAQUT MEMASTIKAN BAHWA PRESIDENT PRABOWO DIBAWAH JOKIWI. 😂😂,@opikassegaf3689,4 minggu yang lalu
"Begitu lah kpk sekarang🤣🤣,,",@andra3891,4 minggu yang lalu
KPK makin bobrok aja memuakan.,@sugiana1910,4 minggu yang lalu
KPK kok lembek,@YudisEfendi-l3f,4 minggu yang lalu
KPK makin anehhh.,@elisaaazis446,4 minggu yang lalu
"KPK ...kpk mngecewakan skli tindakanmu , diam"" lg.
Kpk pilih kasih, ga adil skli tndakn¥ ,nti smua¥ mau thanan rmh.",@elisaaazis446,4 minggu yang lalu
Hukum apa ini ????,@surveitv4844,4 minggu yang lalu
Tolong dipecat yang tanda tangani surat pembebasan bersyaratnya...,@mikeronie5113,4 minggu yang lalu
disogok piro ???????,@sudartodarto3203,4 minggu yang lalu
Kepada semua tahanan KPK ayo ajukan Penangguhan Penahanan biar Equal,@mypremium4,4 minggu yang lalu
"ternyata KPK udah jd underbow nya Banser, 🤣🤣🤣",@ChoChoCazles,4 minggu yang lalu
"Wajar Korupsi Ratusan Miliar pasti bisa atur pejabat yg berwenang, tapi infonya waktu itu dpr menolak  dana 17M. Kalo alasannya permintaan keluarga tahanan rumah itu ngga masuk akal, penjara kpk bisa kosong, di Konoha ngga ada yang Gratis",@sehararwana714,4 minggu yang lalu (diedit)
"Tukang komentar miring...:...pikir baik2...pengadilan yg JUJUR ADIL TDK MASUK ANGIN aja belum dilakukan, anda sudah mengatakan salah... songong , tak paham arti ""Praduga Tak bersalah"", ya? 🤦‍♂️sadarlah",@garudabarethitam,4 minggu yang lalu
"DPR pilih diam,krn antara KPK & DPR sama2 gerombolan termul",@cakwanjatim4665,4 minggu yang lalu
Sekalian ditahan ke hotel dijamu dengan glub pop,@erikkardo1454,4 minggu yang lalu
Seharusnya kata Komisi pada singkatan  KOMISI PEMBERANTASAN KORUPSI (KPK) diganti saja karena menurut KBBI arti Komisi bisa juga dimaknai dengan imbalan (uang) atau persentase tertentu yang dibayarkan karena jual beli dan sebagainya...Bisa jadi masyarakat awam salah persepsi...😁🤭,@Klo70-u5l,4 minggu yang lalu
Kpk ngelawak,@muftahlimaiim9272,4 minggu yang lalu
"Menunggu waktu Peopel Power aja bru bisa Negara ini kembali menjadi WARAS... Udh ngg ada jaln lain lagi dn udh ngg ada obatnya lgi, selain Peopel Power agar Negara ini bisa WARAS lgi, krn udh jls bnget Para Pemimpin dn Para Keparat Hukum secr terang2an dn jels bnget menantang seluruh Rakyat Indonesia.",@herunding861,4 minggu yang lalu
"Sungguh sangat mengecewakan Miris,, cuma ada di negara konoha...",@IinAnggraini-j4g,4 minggu yang lalu
"Negeri Konoha, "" Tidak mungkin jika tidak ada oknum yg mem back up  dan bernegoisasi ""  😷",@sumayyasumayya3154,4 minggu yang lalu
"Apakah ini benar Indonesia ? Ya, benar ini adalah Indonesia.",@Naga_Pinx,4 minggu yang lalu
